Id,WebName,FirstName,SecondName,DreamTeam,SelectedBy,Position,Team,FixtureWeek1,Opponent1,HomeAway1,FixtureWeek2,Opponent2,HomeAway2,FixtureWeek3,Opponent3,HomeAway3,GameWeek,Points,Cost,NetTransfers,MinutesPlayed,Goals,Assists,CleanSheet,Bonus,YellowCards,RedCards,GoalsConceded,Crosses,BigChancesCreated,ClearancesBlocksIntercepts,Recoveries,KeyPasses,Tackles,AttemptedPasses,PassesCompleted,BigChancesMissed,ErrorsToGoal,ErrorsToGoalAttempt,Tackled,Offside,Fouls,Dribbles
2,Cech,Petr,Cech,FALSE,4.5,Goalkeeper,Arsenal,Gameweek 34,Newcastle,FALSE,Gameweek 35,West Ham,TRUE,Gameweek 36,Man Utd,FALSE,24,3,54,-3251,90,0,0,0,0,0,0,1,0,0,1,12,0,0,24,20,0,0,0,0,0,0,0
2,Cech,Petr,Cech,FALSE,4.5,Goalkeeper,Arsenal,Gameweek 34,Newcastle,FALSE,Gameweek 35,West Ham,TRUE,Gameweek 36,Man Utd,FALSE,25,1,54,7817,90,0,0,0,0,0,0,3,0,0,1,10,0,0,17,14,0,1,0,0,0,0,0
2,Cech,Petr,Cech,FALSE,4.5,Goalkeeper,Arsenal,Gameweek 34,Newcastle,FALSE,Gameweek 35,West Ham,TRUE,Gameweek 36,Man Utd,FALSE,26,2,54,-8870,69,0,0,0,0,0,0,1,0,0,2,5,0,0,17,6,0,0,0,0,0,0,0
2,Cech,Petr,Cech,FALSE,4.5,Goalkeeper,Arsenal,Gameweek 34,Newcastle,FALSE,Gameweek 35,West Ham,TRUE,Gameweek 36,Man Utd,FALSE,27,4,54,-19845,90,0,0,0,0,0,0,1,0,0,1,17,0,0,39,20,0,0,0,0,0,0,1
2,Cech,Petr,Cech,FALSE,4.5,Goalkeeper,Arsenal,Gameweek 34,Newcastle,FALSE,Gameweek 35,West Ham,TRUE,Gameweek 36,Man Utd,FALSE,28,1,53,-3051,90,0,0,0,0,0,0,3,0,0,0,8,0,0,34,21,0,0,0,0,0,0,0
2,Cech,Petr,Cech,FALSE,4.5,Goalkeeper,Arsenal,Gameweek 34,Newcastle,FALSE,Gameweek 35,West Ham,TRUE,Gameweek 36,Man Utd,FALSE,29,2,53,-581,90,0,0,0,0,0,0,2,0,0,1,10,0,0,32,17,0,2,0,0,0,0,0
2,Cech,Petr,Cech,FALSE,4.5,Goalkeeper,Arsenal,Gameweek 34,Newcastle,FALSE,Gameweek 35,West Ham,TRUE,Gameweek 36,Man Utd,FALSE,30,15,53,-1005,90,0,0,1,3,0,0,0,0,0,1,9,0,0,21,12,0,0,0,0,0,0,0
2,Cech,Petr,Cech,FALSE,4.5,Goalkeeper,Arsenal,Gameweek 34,Newcastle,FALSE,Gameweek 35,West Ham,TRUE,Gameweek 36,Man Utd,FALSE,32,0,53,10839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Cech,Petr,Cech,FALSE,4.5,Goalkeeper,Arsenal,Gameweek 34,Newcastle,FALSE,Gameweek 35,West Ham,TRUE,Gameweek 36,Man Utd,FALSE,33,2,53,1949,90,0,0,0,0,0,0,2,0,0,2,10,0,0,14,9,0,0,0,0,0,0,0
3,Martinez,Damian Emiliano,Martinez,FALSE,0.6,Goalkeeper,Arsenal,Gameweek 34,Newcastle,FALSE,Gameweek 35,West Ham,TRUE,Gameweek 36,Man Utd,FALSE,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
